,case_id,activity_type,timestamp,agent_id,agent_activity_type
21,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
22,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
23,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
24,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
25,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
26,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
27,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
28,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
29,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
30,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
31,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
32,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
33,c10009138,01_HOOFD,2014/05/20 08:00:00.000,r2670601,r2670601|01_HOOFD
34,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
35,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
36,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
37,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
38,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
39,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
40,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
41,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
42,c10009138,01_HOOFD,2014/06/04 08:00:00.000,r560912,r560912|01_HOOFD
43,c10009138,01_HOOFD,2014/06/05 08:00:00.000,r560912,r560912|01_HOOFD
44,c10009138,01_HOOFD,2014/06/05 08:00:00.000,r560912,r560912|01_HOOFD
45,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
46,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
47,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
48,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
49,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
50,c10051383,02_DRZ,2014/04/17 08:00:00.000,r560872,r560872|02_DRZ
51,c10051383,04_BPT,2014/04/17 08:00:00.000,r560872,r560872|04_BPT
52,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
53,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
54,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
55,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
56,c10051383,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
57,c10051383,01_HOOFD,2014/04/17 22:38:13.000,r560872,r560872|01_HOOFD
58,c10051383,08_AWB45,2014/05/27 08:00:00.000,r2670601,r2670601|08_AWB45
59,c10051383,08_AWB45,2014/05/27 08:00:00.000,r2670601,r2670601|08_AWB45
60,c10051383,08_AWB45,2014/05/27 08:00:00.000,r2670601,r2670601|08_AWB45
61,c10051383,01_HOOFD,2014/05/27 08:00:00.000,r2670601,r2670601|01_HOOFD
62,c10051383,08_AWB45,2014/05/27 08:00:00.000,r2670601,r2670601|08_AWB45
63,c10051383,08_AWB45,2014/05/27 08:00:00.000,r2670601,r2670601|08_AWB45
64,c10051383,08_AWB45,2014/05/27 22:36:26.000,r2670601,r2670601|08_AWB45
65,c10051383,08_AWB45,2014/06/06 08:00:00.000,r2670601,r2670601|08_AWB45
66,c10051383,08_AWB45,2014/06/13 08:00:00.000,r2670601,r2670601|08_AWB45
67,c10051383,08_AWB45,2014/06/13 08:00:00.000,r2670601,r2670601|08_AWB45
68,c10051383,01_HOOFD,2014/06/16 08:00:00.000,r560872,r560872|01_HOOFD
69,c10051383,08_AWB45,2014/06/16 08:00:00.000,r560872,r560872|08_AWB45
70,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
71,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
72,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
73,c10051383,09_AH_I,2014/06/24 08:00:00.000,r2670601,r2670601|09_AH_I
74,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
75,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
76,c10051383,11_AH_II,2014/06/24 08:00:00.000,r2670601,r2670601|11_AH_II
77,c10051383,13_CRD,2014/06/24 08:00:00.000,r2670601,r2670601|13_CRD
78,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
79,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
80,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
81,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
82,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
83,c10051383,08_AWB45,2014/06/24 08:00:00.000,r2670601,r2670601|08_AWB45
84,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
85,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
86,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
87,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
88,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
89,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
90,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
91,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
92,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
93,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
94,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
95,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r560912,r560912|01_HOOFD
96,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
97,c10051383,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
98,c10051383,01_HOOFD,2014/06/26 08:00:00.000,r560912,r560912|01_HOOFD
99,c10051383,01_HOOFD,2014/06/26 08:00:00.000,r560912,r560912|01_HOOFD
100,c10051383,01_HOOFD,2014/06/26 08:00:00.000,r560912,r560912|01_HOOFD
101,c10051383,01_HOOFD,2014/06/26 08:00:00.000,r560912,r560912|01_HOOFD
102,c10053042,01_HOOFD,2014/04/14 08:00:00.000,r9264148,r9264148|01_HOOFD
103,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
104,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
105,c10053042,02_DRZ,2014/04/17 08:00:00.000,r9264148,r9264148|02_DRZ
106,c10053042,04_BPT,2014/04/17 08:00:00.000,r9264148,r9264148|04_BPT
107,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
108,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
109,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
110,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
111,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
112,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
113,c10053042,01_HOOFD,2014/04/17 08:00:00.000,r9264148,r9264148|01_HOOFD
114,c10053042,01_HOOFD,2014/04/17 22:59:23.000,r9264148,r9264148|01_HOOFD
115,c10053042,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
116,c10053042,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
117,c10053042,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
118,c10053042,01_HOOFD,2014/05/26 08:00:00.000,r2670601,r2670601|01_HOOFD
119,c10053042,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
120,c10053042,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
121,c10053042,08_AWB45,2014/05/26 23:14:34.000,r2670601,r2670601|08_AWB45
122,c10053042,08_AWB45,2014/06/23 08:00:00.000,r2670601,r2670601|08_AWB45
123,c10053042,08_AWB45,2014/06/23 08:00:00.000,r2670601,r2670601|08_AWB45
124,c10053042,08_AWB45,2014/06/23 08:00:00.000,r2670601,r2670601|08_AWB45
125,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
126,c10053042,08_AWB45,2014/06/24 08:00:00.000,r2670601,r2670601|08_AWB45
127,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
128,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
129,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
130,c10053042,09_AH_I,2014/06/24 08:00:00.000,r2670601,r2670601|09_AH_I
131,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
132,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
133,c10053042,11_AH_II,2014/06/24 08:00:00.000,r2670601,r2670601|11_AH_II
134,c10053042,13_CRD,2014/06/24 08:00:00.000,r2670601,r2670601|13_CRD
135,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
136,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
137,c10053042,08_AWB45,2014/06/24 08:00:00.000,r2670601,r2670601|08_AWB45
138,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
139,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
140,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
141,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
142,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
143,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
144,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
145,c10053042,01_HOOFD,2014/06/24 08:00:00.000,r2670601,r2670601|01_HOOFD
146,c10053042,01_HOOFD,2014/06/30 08:00:00.000,r2670601,r2670601|01_HOOFD
147,c10053042,01_HOOFD,2014/06/30 08:00:00.000,r2670601,r2670601|01_HOOFD
148,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
149,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
150,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
151,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
152,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
153,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
154,c10053042,01_HOOFD,2014/07/01 08:00:00.000,r560912,r560912|01_HOOFD
155,c10053042,01_HOOFD,2014/07/03 08:00:00.000,r560912,r560912|01_HOOFD
156,c10053042,01_HOOFD,2014/07/03 08:00:00.000,r560912,r560912|01_HOOFD
157,c10053042,01_HOOFD,2014/07/03 08:00:00.000,r560912,r560912|01_HOOFD
158,c10053042,01_HOOFD,2014/07/03 08:00:00.000,r560912,r560912|01_HOOFD
159,c10083315,01_HOOFD,2014/04/17 08:00:00.000,r560872,r560872|01_HOOFD
160,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
161,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
162,c10083315,02_DRZ,2014/04/25 08:00:00.000,r560872,r560872|02_DRZ
163,c10083315,04_BPT,2014/04/25 08:00:00.000,r560872,r560872|04_BPT
164,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
165,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
166,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
167,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
168,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
169,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
170,c10083315,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
171,c10083315,01_HOOFD,2014/04/25 18:35:14.000,r560872,r560872|01_HOOFD
172,c10083315,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
173,c10083315,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
174,c10083315,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
175,c10083315,01_HOOFD,2014/05/26 08:00:00.000,r2670601,r2670601|01_HOOFD
176,c10083315,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
177,c10083315,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
178,c10083315,08_AWB45,2014/05/27 08:00:00.000,r2670601,r2670601|08_AWB45
179,c10083315,08_AWB45,2014/07/04 08:00:00.000,r2670601,r2670601|08_AWB45
180,c10083315,08_AWB45,2014/07/04 08:00:00.000,r2670601,r2670601|08_AWB45
181,c10083315,01_HOOFD,2014/07/04 08:00:00.000,r2670601,r2670601|01_HOOFD
182,c10083315,08_AWB45,2014/07/04 08:00:00.000,r2670601,r2670601|08_AWB45
183,c10083315,08_AWB45,2014/07/04 08:00:00.000,r2670601,r2670601|08_AWB45
184,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
185,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
186,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
187,c10083315,09_AH_I,2014/07/07 08:00:00.000,r2670601,r2670601|09_AH_I
188,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
189,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
190,c10083315,11_AH_II,2014/07/07 08:00:00.000,r2670601,r2670601|11_AH_II
191,c10083315,13_CRD,2014/07/07 08:00:00.000,r2670601,r2670601|13_CRD
192,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
193,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
194,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
195,c10083315,08_AWB45,2014/07/07 08:00:00.000,r2670601,r2670601|08_AWB45
196,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
197,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
198,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
199,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
200,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
201,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
202,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
203,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
204,c10083315,01_HOOFD,2014/07/07 08:00:00.000,r2670601,r2670601|01_HOOFD
205,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
206,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
207,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
208,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
209,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
210,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
211,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
212,c10083315,01_HOOFD,2014/07/11 08:00:00.000,r560890,r560890|01_HOOFD
213,c10083315,01_HOOFD,2014/07/17 08:00:00.000,r560890,r560890|01_HOOFD
214,c10083315,01_HOOFD,2014/07/17 08:00:00.000,r560890,r560890|01_HOOFD
215,c10083315,01_HOOFD,2014/07/17 08:00:00.000,r560890,r560890|01_HOOFD
216,c10083315,01_HOOFD,2014/07/17 08:00:00.000,r560890,r560890|01_HOOFD
217,c10093171,01_HOOFD,2014/04/22 08:00:00.000,r560912,r560912|01_HOOFD
218,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
219,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
220,c10093171,02_DRZ,2014/04/29 08:00:00.000,r560912,r560912|02_DRZ
221,c10093171,04_BPT,2014/04/29 08:00:00.000,r560912,r560912|04_BPT
222,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
223,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
224,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
225,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
226,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
227,c10093171,01_HOOFD,2014/04/29 08:00:00.000,r560912,r560912|01_HOOFD
228,c10093171,01_HOOFD,2014/04/29 20:39:51.000,r560912,r560912|01_HOOFD
229,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
230,c10093171,08_AWB45,2014/06/12 08:00:00.000,r2670601,r2670601|08_AWB45
231,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
232,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
233,c10093171,09_AH_I,2014/06/12 08:00:00.000,r2670601,r2670601|09_AH_I
234,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
235,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
236,c10093171,11_AH_II,2014/06/12 08:00:00.000,r2670601,r2670601|11_AH_II
237,c10093171,13_CRD,2014/06/12 08:00:00.000,r2670601,r2670601|13_CRD
238,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
239,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
240,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
241,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
242,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
243,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
244,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
245,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
246,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
247,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
248,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
249,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
250,c10093171,01_HOOFD,2014/06/12 08:00:00.000,r2670601,r2670601|01_HOOFD
251,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
252,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
253,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
254,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
255,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
256,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
257,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
258,c10093171,01_HOOFD,2014/07/04 08:00:00.000,r560890,r560890|01_HOOFD
259,c10093171,01_HOOFD,2014/07/10 08:00:00.000,r560890,r560890|01_HOOFD
260,c10093171,01_HOOFD,2014/07/10 08:00:00.000,r560890,r560890|01_HOOFD
261,c10093171,01_HOOFD,2014/07/10 08:00:00.000,r560890,r560890|01_HOOFD
262,c10093171,01_HOOFD,2014/07/10 08:00:00.000,r560890,r560890|01_HOOFD
263,c10128431,01_HOOFD,2014/04/25 08:00:00.000,r560872,r560872|01_HOOFD
264,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
265,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
266,c10128431,02_DRZ,2014/04/29 08:00:00.000,r560872,r560872|02_DRZ
267,c10128431,04_BPT,2014/04/29 08:00:00.000,r560872,r560872|04_BPT
268,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
269,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
270,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
271,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
272,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
273,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
274,c10128431,01_HOOFD,2014/04/29 08:00:00.000,r560872,r560872|01_HOOFD
275,c10128431,01_HOOFD,2014/04/29 19:29:32.000,r560872,r560872|01_HOOFD
276,c10128431,08_AWB45,2014/05/26 08:00:00.000,r560872,r560872|08_AWB45
277,c10128431,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
278,c10128431,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
279,c10128431,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
280,c10128431,01_HOOFD,2014/05/26 08:00:00.000,r2670601,r2670601|01_HOOFD
281,c10128431,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
282,c10128431,08_AWB45,2014/05/26 08:00:00.000,r2670601,r2670601|08_AWB45
283,c10128431,08_AWB45,2014/05/27 00:57:55.000,r2670601,r2670601|08_AWB45
284,c10128431,08_AWB45,2014/06/02 08:00:00.000,r560872,r560872|08_AWB45
285,c10128431,01_HOOFD,2014/06/02 08:00:00.000,r560872,r560872|01_HOOFD
286,c10128431,08_AWB45,2014/06/02 08:00:00.000,r560872,r560872|08_AWB45
287,c10128431,08_AWB45,2014/06/02 08:00:00.000,r560872,r560872|08_AWB45
288,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
289,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
290,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
291,c10128431,09_AH_I,2014/06/17 08:00:00.000,r2670601,r2670601|09_AH_I
292,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
293,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
294,c10128431,11_AH_II,2014/06/17 08:00:00.000,r2670601,r2670601|11_AH_II
295,c10128431,13_CRD,2014/06/17 08:00:00.000,r2670601,r2670601|13_CRD
296,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
297,c10128431,01_HOOFD,2014/06/17 08:00:00.000,r2670601,r2670601|01_HOOFD
