,case_id,timestamp,activity_type,agent_id,agent_activity_type
43,1-270399977,2012-01-30T10:56:24+01:00,Accepted_In Progress,Netherlands_Juan,Netherlands_Juan|Accepted_In Progress
44,1-270399977,2012-01-30T11:12:05+01:00,Accepted_In Progress,Netherlands_Juan,Netherlands_Juan|Accepted_In Progress
45,1-270399977,2012-02-16T14:52:16+01:00,Queued_Awaiting Assignment,Netherlands_Earl,Netherlands_Earl|Queued_Awaiting Assignment
46,1-270399977,2012-02-16T15:09:17+01:00,Accepted_In Progress,Netherlands_Juan,Netherlands_Juan|Accepted_In Progress
47,1-270399977,2012-02-16T15:09:43+01:00,Queued_Awaiting Assignment,Netherlands_Earl,Netherlands_Earl|Queued_Awaiting Assignment
48,1-270399977,2012-02-16T15:10:10+01:00,Accepted_In Progress,Netherlands_Juan,Netherlands_Juan|Accepted_In Progress
49,1-270399977,2012-03-19T09:26:32+01:00,Completed_Closed,Netherlands_Juan,Netherlands_Juan|Completed_Closed
50,1-270427461,2008-11-13T11:01:04+01:00,Accepted_In Progress,Sweden_Tomas,Sweden_Tomas|Accepted_In Progress
51,1-270427461,2009-12-02T14:24:35+01:00,Accepted_Wait,Sweden_Tomas,Sweden_Tomas|Accepted_Wait
52,1-270427461,2011-11-14T15:57:27+01:00,Accepted_In Progress,Sweden_Tomas,Sweden_Tomas|Accepted_In Progress
53,1-270427461,2012-01-18T10:17:14+01:00,Accepted_In Progress,China_Carrie,China_Carrie|Accepted_In Progress
54,1-270427461,2012-01-18T10:19:21+01:00,Completed_Closed,China_Carrie,China_Carrie|Completed_Closed
55,1-310231291,2009-06-25T08:47:52+01:00,Accepted_In Progress,Sweden_Mats,Sweden_Mats|Accepted_In Progress
56,1-310231291,2012-03-28T12:10:36+01:00,Accepted_In Progress,Sweden_Mats,Sweden_Mats|Accepted_In Progress
57,1-310231291,2012-03-28T12:12:08+01:00,Completed_Closed,Sweden_Mats,Sweden_Mats|Completed_Closed
58,1-316086072,2009-08-11T07:44:51+01:00,Accepted_In Progress,Sweden_Per,Sweden_Per|Accepted_In Progress
59,1-316086072,2009-08-11T07:55:12+01:00,Queued_Awaiting Assignment,Sweden_Per,Sweden_Per|Queued_Awaiting Assignment
60,1-316086072,2009-08-11T11:01:25+01:00,Accepted_Assigned,Sweden_Per,Sweden_Per|Accepted_Assigned
61,1-316086072,2010-05-18T11:35:53+01:00,Queued_Awaiting Assignment,Sweden_Per,Sweden_Per|Queued_Awaiting Assignment
62,1-316086072,2010-06-16T11:00:32+01:00,Accepted_In Progress,Sweden_Tony,Sweden_Tony|Accepted_In Progress
63,1-316086072,2011-10-01T21:40:28+01:00,Accepted_Wait,Sweden_Tony,Sweden_Tony|Accepted_Wait
64,1-316086072,2011-12-07T12:41:00+01:00,Queued_Awaiting Assignment,Sweden_Tony,Sweden_Tony|Queued_Awaiting Assignment
65,1-316086072,2012-02-15T12:01:20+01:00,Accepted_In Progress,Sweden_Reza,Sweden_Reza|Accepted_In Progress
66,1-316086072,2012-02-19T21:57:21+01:00,Completed_Closed,Sweden_Reza,Sweden_Reza|Completed_Closed
67,1-320604521,2009-09-07T13:33:24+01:00,Accepted_In Progress,Sweden_Richard,Sweden_Richard|Accepted_In Progress
68,1-320604521,2009-09-14T10:37:50+01:00,Unmatched_Unmatched,Sweden_Richard,Sweden_Richard|Unmatched_Unmatched
69,1-320604521,2012-04-30T11:21:43+01:00,Completed_Closed,Sweden_Richard,Sweden_Richard|Completed_Closed
70,1-322204195,2009-09-16T21:42:12+01:00,Queued_Awaiting Assignment,POLAND_Adam,POLAND_Adam|Queued_Awaiting Assignment
71,1-322204195,2009-09-28T10:26:19+01:00,Accepted_In Progress,POLAND_Adam,POLAND_Adam|Accepted_In Progress
72,1-322204195,2009-09-28T10:26:30+01:00,Accepted_Wait,POLAND_Adam,POLAND_Adam|Accepted_Wait
73,1-322204195,2010-04-08T11:09:22+01:00,Queued_Awaiting Assignment,POLAND_Adam,POLAND_Adam|Queued_Awaiting Assignment
74,1-322204195,2010-04-08T11:11:51+01:00,Queued_Awaiting Assignment,POLAND_Adam,POLAND_Adam|Queued_Awaiting Assignment
75,1-322204195,2010-04-12T09:05:58+01:00,Accepted_In Progress,POLAND_Adam,POLAND_Adam|Accepted_In Progress
76,1-322204195,2010-04-12T09:10:24+01:00,Accepted_Wait,POLAND_Adam,POLAND_Adam|Accepted_Wait
77,1-322204195,2011-10-18T15:09:14+01:00,Accepted_In Progress,POLAND_Adam,POLAND_Adam|Accepted_In Progress
78,1-322204195,2012-05-24T09:02:19+01:00,Accepted_Wait,POLAND_Adam,POLAND_Adam|Accepted_Wait
79,1-322204195,2012-05-24T10:03:31+01:00,Completed_Closed,POLAND_Adam,POLAND_Adam|Completed_Closed
80,1-322581861,2009-09-18T11:50:02+01:00,Accepted_In Progress,Sweden_Stefan,Sweden_Stefan|Accepted_In Progress
81,1-322581861,2009-11-17T14:07:38+01:00,Unmatched_Unmatched,Sweden_Stefan,Sweden_Stefan|Unmatched_Unmatched
82,1-322581861,2012-03-13T11:53:35+01:00,Completed_Closed,Sweden_Stefan,Sweden_Stefan|Completed_Closed
83,1-322980802,2009-09-21T13:13:43+01:00,Accepted_In Progress,Sweden_Kerstin,Sweden_Kerstin|Accepted_In Progress
84,1-322980802,2012-02-07T13:22:11+01:00,Completed_Closed,Sweden_Kerstin,Sweden_Kerstin|Completed_Closed
85,1-323264491,2009-09-22T13:22:05+01:00,Accepted_In Progress,Sweden_Reine,Sweden_Reine|Accepted_In Progress
86,1-323264491,2009-09-22T13:25:17+01:00,Accepted_Assigned,Sweden_Reine,Sweden_Reine|Accepted_Assigned
87,1-323264491,2012-05-24T09:57:49+01:00,Completed_Closed,Sweden_Reine,Sweden_Reine|Completed_Closed
88,1-323462732,2009-09-23T10:52:27+01:00,Accepted_In Progress,Sweden_Rajashekar,Sweden_Rajashekar|Accepted_In Progress
89,1-323462732,2010-01-04T09:00:17+01:00,Accepted_Assigned,Sweden_Rajashekar,Sweden_Rajashekar|Accepted_Assigned
90,1-323462732,2010-03-17T16:36:20+01:00,Accepted_In Progress,Sweden_Rajashekar,Sweden_Rajashekar|Accepted_In Progress
91,1-323462732,2010-11-09T12:35:55+01:00,Accepted_Assigned,Sweden_Rajashekar,Sweden_Rajashekar|Accepted_Assigned
92,1-323462732,2010-11-09T14:20:48+01:00,Accepted_In Progress,Sweden_Rajashekar,Sweden_Rajashekar|Accepted_In Progress
93,1-323462732,2012-03-30T07:00:47+01:00,Accepted_In Progress,Sweden_Kalpesh,Sweden_Kalpesh|Accepted_In Progress
94,1-323462732,2012-03-30T07:05:44+01:00,Accepted_Assigned,INDIA_Tise,INDIA_Tise|Accepted_Assigned
95,1-323462732,2012-04-19T09:01:14+01:00,Accepted_In Progress,INDIA_TulasiPrasad,INDIA_TulasiPrasad|Accepted_In Progress
96,1-323462732,2012-04-19T09:01:38+01:00,Completed_Closed,INDIA_TulasiPrasad,INDIA_TulasiPrasad|Completed_Closed
97,1-327329880,2009-10-14T17:12:54+01:00,Accepted_In Progress,China_Carrie,China_Carrie|Accepted_In Progress
98,1-327329880,2009-12-02T14:24:37+01:00,Accepted_Wait,China_Carrie,China_Carrie|Accepted_Wait
99,1-327329880,2011-09-01T23:22:08+01:00,Accepted_In Progress,China_Carrie,China_Carrie|Accepted_In Progress
100,1-327329880,2012-02-01T09:46:54+01:00,Accepted_In Progress,China_Carrie,China_Carrie|Accepted_In Progress
101,1-327329880,2012-02-01T09:46:57+01:00,Completed_Closed,China_Carrie,China_Carrie|Completed_Closed
102,1-329451027,2009-10-26T14:47:10+01:00,Accepted_Wait,Sweden_Henrik,Sweden_Henrik|Accepted_Wait
103,1-329451027,2009-10-27T09:57:26+01:00,Unmatched_Unmatched,Sweden_Henrik,Sweden_Henrik|Unmatched_Unmatched
104,1-329451027,2010-03-02T13:44:22+01:00,Queued_Awaiting Assignment,Sweden_Henrik,Sweden_Henrik|Queued_Awaiting Assignment
105,1-329451027,2010-03-02T13:46:10+01:00,Accepted_In Progress,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_In Progress
106,1-329451027,2010-03-02T13:46:18+01:00,Accepted_Wait,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_Wait
107,1-329451027,2011-04-11T08:10:20+01:00,Accepted_Assigned,POLAND_Damian,POLAND_Damian|Accepted_Assigned
108,1-329451027,2011-04-11T08:11:48+01:00,Accepted_Assigned,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_Assigned
109,1-329451027,2011-11-28T08:21:27+01:00,Accepted_Wait,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_Wait
110,1-329451027,2012-03-30T09:53:50+01:00,Accepted_In Progress,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_In Progress
111,1-329451027,2012-03-30T09:53:53+01:00,Completed_Closed,POLAND_Katarzyna,POLAND_Katarzyna|Completed_Closed
112,1-329647261,2009-10-27T09:42:40+01:00,Accepted_In Progress,Sweden_Henrik,Sweden_Henrik|Accepted_In Progress
113,1-329647261,2009-10-27T09:42:49+01:00,Accepted_Wait,Sweden_Henrik,Sweden_Henrik|Accepted_Wait
114,1-329647261,2010-03-02T13:43:43+01:00,Queued_Awaiting Assignment,Sweden_Henrik,Sweden_Henrik|Queued_Awaiting Assignment
115,1-329647261,2010-03-02T13:44:26+01:00,Accepted_In Progress,Brazil_Ricardo,Brazil_Ricardo|Accepted_In Progress
116,1-329647261,2010-03-03T08:04:11+01:00,Accepted_In Progress,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_In Progress
117,1-329647261,2010-06-13T21:32:03+01:00,Accepted_Wait,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_Wait
118,1-329647261,2011-04-11T08:12:04+01:00,Accepted_Assigned,POLAND_Damian,POLAND_Damian|Accepted_Assigned
119,1-329647261,2011-11-23T11:55:39+01:00,Accepted_Wait,POLAND_Damian,POLAND_Damian|Accepted_Wait
120,1-329647261,2012-01-19T08:55:41+01:00,Completed_Closed,POLAND_Damian,POLAND_Damian|Completed_Closed
121,1-330634474,2009-10-30T13:49:04+01:00,Accepted_In Progress,Sweden_Henrik,Sweden_Henrik|Accepted_In Progress
122,1-330634474,2009-10-30T13:57:13+01:00,Accepted_Assigned,Sweden_Henrik,Sweden_Henrik|Accepted_Assigned
123,1-330634474,2010-03-02T13:43:50+01:00,Queued_Awaiting Assignment,Sweden_Henrik,Sweden_Henrik|Queued_Awaiting Assignment
124,1-330634474,2010-03-02T13:45:25+01:00,Accepted_In Progress,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_In Progress
125,1-330634474,2010-03-02T13:45:37+01:00,Accepted_Wait,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_Wait
126,1-330634474,2012-03-30T09:54:30+01:00,Completed_Closed,POLAND_Katarzyna,POLAND_Katarzyna|Completed_Closed
127,1-331478885,2009-11-04T08:07:28+01:00,Accepted_In Progress,Sweden_Roger,Sweden_Roger|Accepted_In Progress
128,1-331478885,2010-03-03T15:51:55+01:00,Accepted_In Progress,Sweden_Roger,Sweden_Roger|Accepted_In Progress
129,1-331478885,2010-03-03T15:52:18+01:00,Accepted_Assigned,POLAND_Piotr,POLAND_Piotr|Accepted_Assigned
130,1-331478885,2010-05-24T16:04:58+01:00,Accepted_Assigned,POLAND_Piotr,POLAND_Piotr|Accepted_Assigned
131,1-331478885,2010-08-09T11:39:59+01:00,Accepted_Assigned,Sweden_Henrik,Sweden_Henrik|Accepted_Assigned
132,1-331478885,2012-04-02T09:18:59+01:00,Accepted_In Progress,POLAND_Katarzyna,POLAND_Katarzyna|Accepted_In Progress
133,1-331478885,2012-04-02T09:19:30+01:00,Completed_Closed,POLAND_Katarzyna,POLAND_Katarzyna|Completed_Closed
134,1-332389008,2009-11-09T16:38:14+01:00,Queued_Awaiting Assignment,Sweden_Ingela,Sweden_Ingela|Queued_Awaiting Assignment
135,1-332389008,2009-11-24T09:41:50+01:00,Accepted_In Progress,Sweden_Ingela,Sweden_Ingela|Accepted_In Progress
136,1-332389008,2010-09-10T09:45:16+01:00,Accepted_Wait,Sweden_Ingela,Sweden_Ingela|Accepted_Wait
137,1-332389008,2011-03-28T10:52:46+01:00,Accepted_In Progress,Sweden_Ingela,Sweden_Ingela|Accepted_In Progress
138,1-332389008,2012-01-04T15:53:26+01:00,Accepted_Wait,Sweden_Ingela,Sweden_Ingela|Accepted_Wait
139,1-332389008,2012-04-13T12:41:36+01:00,Completed_Closed,Sweden_Ingela,Sweden_Ingela|Completed_Closed
140,1-333164156,2009-11-12T13:41:27+01:00,Accepted_In Progress,Belgium_Liesbet,Belgium_Liesbet|Accepted_In Progress
141,1-333164156,2010-09-17T09:33:52+01:00,Accepted_In Progress,Belgium_Liesbet,Belgium_Liesbet|Accepted_In Progress
142,1-333164156,2010-11-12T19:22:19+01:00,Queued_Awaiting Assignment,United Kingdom_Timothy,United Kingdom_Timothy|Queued_Awaiting Assignment
143,1-333164156,2010-11-23T15:10:22+01:00,Accepted_Assigned,United Kingdom_Ian,United Kingdom_Ian|Accepted_Assigned
144,1-333164156,2011-01-07T14:55:04+01:00,Accepted_Assigned,United Kingdom_Alan,United Kingdom_Alan|Accepted_Assigned
145,1-333164156,2011-01-11T17:13:42+01:00,Accepted_Wait,United Kingdom_Alan,United Kingdom_Alan|Accepted_Wait
146,1-333164156,2011-05-19T14:45:16+01:00,Accepted_In Progress,Denmark_Lars,Denmark_Lars|Accepted_In Progress
147,1-333164156,2011-05-19T14:49:04+01:00,Queued_Awaiting Assignment,Belgium_Ibrahim,Belgium_Ibrahim|Queued_Awaiting Assignment
148,1-333164156,2011-08-25T14:24:01+01:00,Accepted_In Progress,Belgium_Ibrahim,Belgium_Ibrahim|Accepted_In Progress
149,1-333164156,2011-08-25T14:24:43+01:00,Queued_Awaiting Assignment,Belgium_Ward,Belgium_Ward|Queued_Awaiting Assignment
150,1-333164156,2011-08-25T14:25:33+01:00,Accepted_Assigned,Belgium_Liesbet,Belgium_Liesbet|Accepted_Assigned
151,1-333164156,2011-10-26T16:07:30+01:00,Accepted_In Progress,Belgium_Liesbet,Belgium_Liesbet|Accepted_In Progress
152,1-333164156,2012-03-30T10:45:20+01:00,Completed_Closed,Belgium_Liesbet,Belgium_Liesbet|Completed_Closed
153,1-335260940,2009-11-24T09:44:43+01:00,Accepted_In Progress,Belgium_Joris,Belgium_Joris|Accepted_In Progress
154,1-335260940,2009-11-30T10:45:01+01:00,Queued_Awaiting Assignment,Belgium_Joris,Belgium_Joris|Queued_Awaiting Assignment
155,1-335260940,2010-03-14T13:40:26+01:00,Accepted_In Progress,Belgium_Joris,Belgium_Joris|Accepted_In Progress
156,1-335260940,2010-03-14T13:40:36+01:00,Unmatched_Unmatched,Belgium_Joris,Belgium_Joris|Unmatched_Unmatched
157,1-335260940,2012-01-18T14:26:41+01:00,Completed_Closed,Belgium_Joris,Belgium_Joris|Completed_Closed
158,1-337229341,2009-12-04T12:10:14+01:00,Unmatched_Unmatched,Sweden_Lars,Sweden_Lars|Unmatched_Unmatched
159,1-337229341,2010-11-29T11:52:49+01:00,Accepted_Assigned,Sweden_Lars,Sweden_Lars|Accepted_Assigned
160,1-337229341,2012-04-14T16:22:00+01:00,Accepted_In Progress,Sweden_Lars,Sweden_Lars|Accepted_In Progress
161,1-337229341,2012-04-14T16:22:21+01:00,Completed_Closed,Sweden_Lars,Sweden_Lars|Completed_Closed
162,1-338946805,2009-12-14T14:29:17+01:00,Accepted_In Progress,Sweden_Andre,Sweden_Andre|Accepted_In Progress
163,1-338946805,2012-01-10T09:32:43+01:00,Accepted_In Progress,Sweden_Andre,Sweden_Andre|Accepted_In Progress
164,1-338946805,2012-01-10T09:33:57+01:00,Completed_Closed,Sweden_Andre,Sweden_Andre|Completed_Closed
165,1-339798202,2009-12-16T12:59:24+01:00,Accepted_In Progress,INDIA_Minnie,INDIA_Minnie|Accepted_In Progress
166,1-339798202,2012-03-15T12:21:25+01:00,Accepted_In Progress,INDIA_Minnie,INDIA_Minnie|Accepted_In Progress
167,1-339798202,2012-03-15T12:21:47+01:00,Completed_Closed,INDIA_Minnie,INDIA_Minnie|Completed_Closed
168,1-339889001,2009-12-16T20:47:26+01:00,Accepted_In Progress,Sweden_Kenny,Sweden_Kenny|Accepted_In Progress
169,1-339889001,2012-03-14T13:04:51+01:00,Accepted_In Progress,Sweden_Kenny,Sweden_Kenny|Accepted_In Progress
170,1-339889001,2012-03-14T13:07:29+01:00,Completed_Closed,Sweden_Kenny,Sweden_Kenny|Completed_Closed
171,1-340984229,2009-12-22T09:09:31+01:00,Accepted_In Progress,Sweden_Jüri,Sweden_Jüri|Accepted_In Progress
172,1-340984229,2009-12-22T09:25:22+01:00,Unmatched_Unmatched,Sweden_Jüri,Sweden_Jüri|Unmatched_Unmatched
173,1-340984229,2012-02-01T12:38:06+01:00,Completed_Closed,Sweden_Jüri,Sweden_Jüri|Completed_Closed
174,1-341002175,2009-12-22T10:56:03+01:00,Accepted_Wait,Sweden_Jüri,Sweden_Jüri|Accepted_Wait
175,1-341002175,2012-02-01T12:39:50+01:00,Accepted_In Progress,Sweden_Jüri,Sweden_Jüri|Accepted_In Progress
176,1-341002175,2012-02-01T12:40:25+01:00,Completed_Closed,Sweden_Jüri,Sweden_Jüri|Completed_Closed
177,1-342442140,2010-01-05T16:42:20+01:00,Accepted_In Progress,Sweden_Lena,Sweden_Lena|Accepted_In Progress
178,1-342442140,2012-03-20T16:14:00+01:00,Completed_Closed,Sweden_Lena,Sweden_Lena|Completed_Closed
179,1-345132462,2010-01-14T10:34:54+01:00,Accepted_In Progress,Sweden_Tomas,Sweden_Tomas|Accepted_In Progress
180,1-345132462,2010-01-27T10:43:29+01:00,Accepted_Wait,Sweden_Tomas,Sweden_Tomas|Accepted_Wait
181,1-345132462,2010-02-03T10:20:05+01:00,Accepted_Assigned,Sweden_Tomas,Sweden_Tomas|Accepted_Assigned
182,1-345132462,2010-02-22T08:33:08+01:00,Accepted_Wait,Sweden_Tomas,Sweden_Tomas|Accepted_Wait
183,1-345132462,2011-09-01T23:17:47+01:00,Accepted_In Progress,Sweden_Tomas,Sweden_Tomas|Accepted_In Progress
184,1-345132462,2012-02-01T10:24:17+01:00,Accepted_In Progress,China_Carrie,China_Carrie|Accepted_In Progress
185,1-345132462,2012-02-01T10:24:59+01:00,Completed_Closed,China_Carrie,China_Carrie|Completed_Closed
186,1-345255471,2010-01-14T15:02:21+01:00,Accepted_In Progress,Sweden_Mats,Sweden_Mats|Accepted_In Progress
187,1-345255471,2010-01-15T15:10:22+01:00,Queued_Awaiting Assignment,Sweden_Mats,Sweden_Mats|Queued_Awaiting Assignment
188,1-345255471,2011-09-23T14:06:05+01:00,Queued_Awaiting Assignment,Sweden_Mats,Sweden_Mats|Queued_Awaiting Assignment
189,1-345255471,2012-02-08T08:11:21+01:00,Accepted_In Progress,Sweden_Mats,Sweden_Mats|Accepted_In Progress
190,1-345255471,2012-02-08T08:14:29+01:00,Completed_Closed,Sweden_Mats,Sweden_Mats|Completed_Closed
191,1-347461373,2010-01-21T16:42:26+01:00,Accepted_In Progress,Sweden_Daniel,Sweden_Daniel|Accepted_In Progress
192,1-347461373,2012-04-11T15:38:17+01:00,Accepted_In Progress,Sweden_Daniel,Sweden_Daniel|Accepted_In Progress
193,1-347461373,2012-04-11T15:39:02+01:00,Completed_Closed,Sweden_Daniel,Sweden_Daniel|Completed_Closed
194,1-347923966,2010-01-25T09:19:08+01:00,Accepted_In Progress,Sweden_Roger,Sweden_Roger|Accepted_In Progress
195,1-347923966,2010-02-08T11:41:12+01:00,Accepted_Assigned,Sweden_Roger,Sweden_Roger|Accepted_Assigned
196,1-347923966,2010-03-03T15:54:09+01:00,Accepted_In Progress,Sweden_Roger,Sweden_Roger|Accepted_In Progress
197,1-347923966,2010-03-03T15:54:25+01:00,Accepted_Assigned,POLAND_Barbara,POLAND_Barbara|Accepted_Assigned
198,1-347923966,2012-03-28T13:39:46+01:00,Accepted_In Progress,POLAND_Barbara,POLAND_Barbara|Accepted_In Progress
199,1-347923966,2012-03-28T13:39:49+01:00,Completed_Closed,POLAND_Barbara,POLAND_Barbara|Completed_Closed
200,1-347924629,2010-01-25T07:44:36+01:00,Accepted_In Progress,Sweden_Ann,Sweden_Ann|Accepted_In Progress
201,1-347924629,2011-12-16T10:26:27+01:00,Accepted_Assigned,Sweden_Ann,Sweden_Ann|Accepted_Assigned
202,1-347924629,2012-03-30T12:09:18+01:00,Accepted_Wait,Sweden_Ann,Sweden_Ann|Accepted_Wait
203,1-347924629,2012-03-30T12:24:18+01:00,Completed_Closed,Sweden_Ann,Sweden_Ann|Completed_Closed
204,1-349857482,2010-01-27T13:58:09+01:00,Accepted_In Progress,Sweden_Anders,Sweden_Anders|Accepted_In Progress
205,1-349857482,2012-02-29T12:20:13+01:00,Completed_Closed,Sweden_Anders,Sweden_Anders|Completed_Closed
206,1-351187625,2010-02-02T15:50:20+01:00,Accepted_In Progress,Sweden_Daniel,Sweden_Daniel|Accepted_In Progress
207,1-351187625,2012-04-11T15:39:33+01:00,Accepted_In Progress,Sweden_Daniel,Sweden_Daniel|Accepted_In Progress
208,1-351187625,2012-04-11T15:40:09+01:00,Completed_Closed,Sweden_Daniel,Sweden_Daniel|Completed_Closed
209,1-351314317,2010-02-03T09:34:32+01:00,Accepted_In Progress,POLAND_Ewa,POLAND_Ewa|Accepted_In Progress
210,1-351314317,2010-02-03T09:45:18+01:00,Queued_Awaiting Assignment,POLAND_Ewa,POLAND_Ewa|Queued_Awaiting Assignment
211,1-351314317,2010-02-03T10:40:51+01:00,Accepted_In Progress,POLAND_Ewa,POLAND_Ewa|Accepted_In Progress
212,1-351314317,2010-02-03T10:40:58+01:00,Accepted_Assigned,POLAND_Ewa,POLAND_Ewa|Accepted_Assigned
213,1-351314317,2011-12-20T22:25:19+01:00,Accepted_In Progress,POLAND_Ewa,POLAND_Ewa|Accepted_In Progress
214,1-351314317,2012-01-03T13:13:02+01:00,Completed_Closed,POLAND_Ewa,POLAND_Ewa|Completed_Closed
215,1-351869391,2010-02-05T10:00:12+01:00,Accepted_In Progress,China_Carrie,China_Carrie|Accepted_In Progress
